,Bidding Zone,Installed Capacity [MW],Name,Production Type,Voltage Connection Level [kV]
50WP00000000665K,10YNO-2--------T,115.0,Steinsfoss,Hydro Water Reservoir,10.0
50WP000000002706,10YNO-2--------T,120.0,Hjartdola,Hydro Water Reservoir,11.0
50WP00000000493N,10YNO-2--------T,420.0,Naturkraft CCPP,Fossil Gas,20.0
50WP00000000718P,10YNO-2--------T,275.0,Sonna,Hydro Water Reservoir,14.0
50WP00000000807Q,10YNO-2--------T,204.0,Vemork,Hydro Water Reservoir,12.0
50WP000000000592,10YNO-2--------T,113.0,Blafal.3,Hydro Water Reservoir,8.0
50WP00000000585I,10YNO-2--------T,160.0,Roldal,Hydro Water Reservoir,13.0
50WP00000000632Z,10YNO-2--------T,104.0,Skjerka,Hydro Water Reservoir,10.0
50WP00000000724U,10YNO-2--------T,187.0,Saheim,Hydro Water Reservoir,10.0
50WP00000000063B,10YNO-2--------T,240.0,Blafal.V,Hydro Water Reservoir,15.0
50WP000000002811,10YNO-2--------T,415.0,Holen,Hydro Water Reservoir,14.0
50WP00000000119A,10YNO-2--------T,200.0,Duge,Hydro Water Reservoir,13.0
50WP00000000687A,10YNO-2--------T,110.0,Sundsbarm,Hydro Water Reservoir,15.0
50WP00000000685E,10YNO-2--------T,150.0,Suldal 2,Hydro Water Reservoir,10.0
50WP00000000684G,10YNO-2--------T,170.3,Suldal 1,Hydro Water Reservoir,13.0
50WP00000000775D,10YNO-2--------T,220.0,Tysso 2,Hydro Water Reservoir,15.0
50WP00000000863G,10YNO-2--------T,150.0,Ana-Sira,Hydro Water Reservoir,11.0
50WP00000000607Y,10YNO-2--------T,640.0,Saurdal,Hydro Water Reservoir,17.0
50WP00000000822U,10YNO-2--------T,309.0,Vinje,Hydro Water Reservoir,16.0
50WP00000000872F,10YNO-3--------J,133.0,Askara,Hydro Water Reservoir,11.0
50WP00000000881E,10YNO-3--------J,256.0,Roan Vindpark,Wind Onshore,132.0
50WP00000000575L,10YNO-3--------J,215.1,RKA Nyhamna,Fossil Gas,12.0
50WP000000002293,10YNO-3--------J,143.5,Grytten Kraftver,Hydro Water Reservoir,16.0
50WP00000000755J,10YNO-3--------J,130.0,Trollheim,Hydro Water Reservoir,16.0
50WP00000000494L,10YNO-3--------J,222.0,Nea,Hydro Water Reservoir,10.0
50WP00000000017I,10YNO-3--------J,283.0,Aura,Hydro Water Reservoir,12.0
50WP00000000854H,10YNO-3--------J,104.0,Oyberget,Hydro Water Reservoir,11.0
50WP00000000729K,10YNO-3--------J,113.0,Tafjord4,Hydro Water Reservoir,11.0
50WP00000000118C,10YNO-3--------J,144.0,Driva,Hydro Water Reservoir,11.0
50WP00000000733T,10YNO-3--------J,166.6,TBO RKA,Fossil Gas,12.0
50WP000000000754,10YNO-3--------J,132.0,Bratsberg,Hydro Water Reservoir,13.0
50WP00000000695B,10YNO-4--------9,720.0,Svartisen,Hydro Water Reservoir,18.0
50WP00000000617V,10YNO-4--------9,180.0,Siso,Hydro Water Reservoir,11.0
50WP00000000006N,10YNO-4--------9,165.0,Alta krv,Hydro Water Reservoir,14.0
50WP00000000848C,10YNO-4--------9,159.0,Ovre Rossaga,Hydro Water Reservoir,11.0
50WP00000000368Q,10YNO-4--------9,128.0,Kolsvik,Hydro Water Reservoir,10.0
50WP00000000366U,10YNO-4--------9,300.0,Kobbelv,Hydro Water Reservoir,17.0
50WP00000000498D,10YNO-4--------9,350.0,Nedre Rossaga,Hydro Water Reservoir,10.0
50WP00000000456T,10YNO-4--------9,230.0,Melkoya,Fossil Gas,15.0
50WP00000000763K,10YNO-4--------9,171.2,Tunnsjodal,Hydro Water Reservoir,8.0
50WP00000000633X,10YNO-4--------9,300.0,Skjomen,Hydro Water Reservoir,14.0
50WP00000000680O,10YNO-4--------9,130.0,Straumsmo,Hydro Water Reservoir,13.0
50WP000000006888,10YNO-4--------9,102.0,Sundsfjord,Hydro Water Reservoir,11.0
50WP00000000552X,10YNO-4--------9,500.0,Rana,Hydro Water Reservoir,15.5
50WP00000000429W,10YNO-4--------9,120.0,Lomi,Hydro Water Reservoir,11.0
50WPI00000005085,10Y1001A1001A48H,260.0,Nes OEK,Hydro Water Reservoir,9.5
50WP00000000785A,10Y1001A1001A48H,186.2,Usta,Hydro Water Reservoir,13.0
50WP000000008783,10Y1001A1001A48H,580.0,Lang Sima,Hydro Water Reservoir,16.0
50WP000000007007,10Y1001A1001A48H,140.2,Svelgen,Hydro Water Reservoir,22.0
50WP000000008791,10Y1001A1001A48H,720.0,Sy-Sima,Hydro Water Reservoir,20.0
50WP000000002633,10Y1001A1001A48H,110.0,Hemsil 2,Hydro Water Reservoir,9.0
50WP00000000480W,10Y1001A1001A48H,110.0,Myster,Hydro Water Reservoir,12.5
50WP00000000488G,10Y1001A1001A48H,112.0,Naddvik,Hydro Water Reservoir,13.5
50WP00000000667G,10Y1001A1001A48H,170.0,Steinsland,Hydro Water Reservoir,13.0
50WP00000000447U,10Y1001A1001A48H,150.0,Matre,Hydro Water Reservoir,11.0
50WP000000001823,10Y1001A1001A48H,270.0,Fortun,Hydro Water Reservoir,8.0
50WP00000000052G,10Y1001A1001A48H,103.2,Bjolvo,Hydro Water Reservoir,12.0
50WP000000001475,10Y1001A1001A48H,328.0,EVM,Fossil Gas,15.0
50WP00000000278R,10Y1001A1001A48H,230.0,Hol 1,Hydro Water Reservoir,10.0
50WP00000000144B,10Y1001A1001A48H,330.0,Evanger,Hydro Water Reservoir,15.0
50WP00000000100V,10Y1001A1001A48H,144.0,Dale,Hydro Water Reservoir,12.0
50WP000000004512,10Y1001A1001A48H,256.0,Mauranger,Hydro Water Reservoir,16.0
50WP000000003281,10Y1001A1001A48H,290.0,Jostedal,Hydro Water Reservoir,16.0
50WP00000000411E,10Y1001A1001A48H,115.0,Leirdola,Hydro Water Reservoir,15.0
50WP00000000020T,10Y1001A1001A48H,840.0,Aurland1,Hydro Water Reservoir,15.5
50WP000000000673,10Y1001A1001A48H,212.0,Borgund,Hydro Water Reservoir,15.5
50WP00000000023N,10Y1001A1001A48H,290.0,Aurland3,Hydro Water Reservoir,15.5
50WP00000000022P,10Y1001A1001A48H,143.0,Aurland2,Hydro Water Reservoir,10.0
50WP00000000771L,10Y1001A1001A48H,390.0,Tyin,Hydro Water Reservoir,17.0
50WP00000000517Z,10Y1001A1001A48H,206.0,Nore 1,Hydro Water Reservoir,11.5
50WP00000000299J,10YNO-0--------C,160.0,Hylen,Hydro Water Reservoir,13.0
50WP000000001653,10YNO-0--------C,108.0,Finndola,Hydro Water Reservoir,8.0
50WPI00000005085,10YNO-0--------C,260.0,Nes OEK,Hydro Water Reservoir,9.5
50WP00000000695B,10YNO-0--------C,720.0,Svartisen,Hydro Water Reservoir,18.0
50WP00000000389I,10YNO-0--------C,1240.0,Kvilldal,Hydro Water Reservoir,19.5
50WP00000000651V,10YNO-0--------C,100.0,Solberg2,Hydro Run-of-river and poundage,15.5
50WP00000000650X,10YNO-0--------C,110.5,Solberg1,Hydro Run-of-river and poundage,10.0
50WP00000000565O,10YNO-0--------C,114.0,Rendal 2,Hydro Water Reservoir,11.0
50WP00000000437X,10YNO-0--------C,228.0,Lysebotn,Hydro Water Reservoir,9.0
50WP00000000654P,10YNO-0--------C,136.0,Songa,Hydro Water Reservoir,17.0
50WP00000000872F,10YNO-0--------C,133.0,Askara,Hydro Water Reservoir,11.0
50WP00000000653R,10YNO-0--------C,200.0,Solhom,Hydro Water Reservoir,15.0
50WP00000000785A,10YNO-0--------C,186.2,Usta,Hydro Water Reservoir,13.0
50WP000000008783,10YNO-0--------C,580.0,Lang Sima,Hydro Water Reservoir,16.0
50WP00000000743Q,10YNO-0--------C,120.0,Tjorhom,Hydro Water Reservoir,13.0
50WP00000000741U,10YNO-0--------C,113.0,Tjodan,Hydro Water Reservoir,12.0
50WP00000000749E,10YNO-0--------C,164.0,Torpa,Hydro Water Reservoir,8.0
50WP000000007007,10YNO-0--------C,140.2,Svelgen,Hydro Water Reservoir,22.0
50WP00000000747I,10YNO-0--------C,960.0,Tonstad,Hydro Water Reservoir,12.0
50WP00000000745M,10YNO-0--------C,440.0,Tokke,Hydro Water Reservoir,16.0
50WP000000008791,10YNO-0--------C,720.0,Sy-Sima,Hydro Water Reservoir,20.0
50WP000000000827,10YNO-0--------C,379.0,Brokke,Hydro Water Reservoir,13.0
50WP00000000617V,10YNO-0--------C,180.0,Siso,Hydro Water Reservoir,11.0
50WP000000002633,10YNO-0--------C,110.0,Hemsil 2,Hydro Water Reservoir,9.0
50WP00000000480W,10YNO-0--------C,110.0,Myster,Hydro Water Reservoir,12.5
50WP00000000484O,10YNO-0--------C,185.0,Mar,Hydro Water Reservoir,6.0
50WP00000000488G,10YNO-0--------C,112.0,Naddvik,Hydro Water Reservoir,13.5
50WP00000000881E,10YNO-0--------C,256.0,Roan Vindpark,Wind Onshore,132.0
50WP000000007957,10YNO-0--------C,213.0,Vamma,Hydro Run-of-river and poundage,5.0
50WP00000000575L,10YNO-0--------C,215.1,RKA Nyhamna,Fossil Gas,12.0
50WP00000000006N,10YNO-0--------C,165.0,Alta krv,Hydro Water Reservoir,14.0
50WP00000000667G,10YNO-0--------C,170.0,Steinsland,Hydro Water Reservoir,13.0
50WP00000000447U,10YNO-0--------C,150.0,Matre,Hydro Water Reservoir,11.0
50WP000000005330,10YNO-0--------C,220.0,Oksla,Hydro Water Reservoir,13.5
50WP00000000665K,10YNO-0--------C,115.0,Steinsfoss,Hydro Water Reservoir,10.0
50WP000000002293,10YNO-0--------C,143.5,Grytten Kraftver,Hydro Water Reservoir,16.0
50WP00000000755J,10YNO-0--------C,130.0,Trollheim,Hydro Water Reservoir,16.0
50WP000000001823,10YNO-0--------C,270.0,Fortun,Hydro Water Reservoir,8.0
50WP00000000052G,10YNO-0--------C,103.2,Bjolvo,Hydro Water Reservoir,12.0
50WP000000002706,10YNO-0--------C,120.0,Hjartdola,Hydro Water Reservoir,11.0
50WP00000000848C,10YNO-0--------C,159.0,Ovre Rossaga,Hydro Water Reservoir,11.0
50WP00000000493N,10YNO-0--------C,420.0,Naturkraft CCPP,Fossil Gas,20.0
50WP00000000718P,10YNO-0--------C,275.0,Sonna,Hydro Water Reservoir,14.0
50WP000000001475,10YNO-0--------C,328.0,EVM,Fossil Gas,15.0
50WP00000000278R,10YNO-0--------C,230.0,Hol 1,Hydro Water Reservoir,10.0
50WP00000000807Q,10YNO-0--------C,204.0,Vemork,Hydro Water Reservoir,12.0
50WP00000000144B,10YNO-0--------C,330.0,Evanger,Hydro Water Reservoir,15.0
50WP000000000592,10YNO-0--------C,113.0,Blafal.3,Hydro Water Reservoir,8.0
50WP00000000494L,10YNO-0--------C,222.0,Nea,Hydro Water Reservoir,10.0
50WP00000000368Q,10YNO-0--------C,128.0,Kolsvik,Hydro Water Reservoir,10.0
50WP00000000017I,10YNO-0--------C,283.0,Aura,Hydro Water Reservoir,12.0
50WP00000000585I,10YNO-0--------C,160.0,Roldal,Hydro Water Reservoir,13.0
50WP00000000100V,10YNO-0--------C,144.0,Dale,Hydro Water Reservoir,12.0
50WP00000000366U,10YNO-0--------C,300.0,Kobbelv,Hydro Water Reservoir,17.0
50WP000000001491,10YNO-0--------C,230.0,F.K.F,Hydro Run-of-river and poundage,10.0
50WP000000004512,10YNO-0--------C,256.0,Mauranger,Hydro Water Reservoir,16.0
50WP00000000498D,10YNO-0--------C,350.0,Nedre Rossaga,Hydro Water Reservoir,10.0
50WP00000000456T,10YNO-0--------C,230.0,Melkoya,Fossil Gas,15.0
50WP00000000763K,10YNO-0--------C,171.2,Tunnsjodal,Hydro Water Reservoir,8.0
50WP000000003281,10YNO-0--------C,290.0,Jostedal,Hydro Water Reservoir,16.0
50WP00000000411E,10YNO-0--------C,115.0,Leirdola,Hydro Water Reservoir,15.0
50WP000000005039,10YNO-0--------C,344.0,Nedre Vinstra,Hydro Water Reservoir,10.0
50WP00000000852L,10YNO-0--------C,140.0,Ovre Vinstra,Hydro Water Reservoir,12.0
50WP00000000633X,10YNO-0--------C,300.0,Skjomen,Hydro Water Reservoir,14.0
50WP00000000632Z,10YNO-0--------C,104.0,Skjerka,Hydro Water Reservoir,10.0
50WP00000000724U,10YNO-0--------C,187.0,Saheim,Hydro Water Reservoir,10.0
50WP00000000854H,10YNO-0--------C,104.0,Oyberget,Hydro Water Reservoir,11.0
50WP00000000063B,10YNO-0--------C,240.0,Blafal.V,Hydro Water Reservoir,15.0
50WP000000002811,10YNO-0--------C,415.0,Holen,Hydro Water Reservoir,14.0
50WP00000000020T,10YNO-0--------C,840.0,Aurland1,Hydro Water Reservoir,15.5
50WP000000000673,10YNO-0--------C,212.0,Borgund,Hydro Water Reservoir,15.5
50WP00000000729K,10YNO-0--------C,113.0,Tafjord4,Hydro Water Reservoir,11.0
50WP00000000023N,10YNO-0--------C,290.0,Aurland3,Hydro Water Reservoir,15.5
50WP00000000022P,10YNO-0--------C,143.0,Aurland2,Hydro Water Reservoir,10.0
50WP00000000680O,10YNO-0--------C,130.0,Straumsmo,Hydro Water Reservoir,13.0
50WP00000000119A,10YNO-0--------C,200.0,Duge,Hydro Water Reservoir,13.0
50WP000000006888,10YNO-0--------C,102.0,Sundsfjord,Hydro Water Reservoir,11.0
50WP00000000687A,10YNO-0--------C,110.0,Sundsbarm,Hydro Water Reservoir,15.0
50WP00000000118C,10YNO-0--------C,144.0,Driva,Hydro Water Reservoir,11.0
50WP00000000771L,10YNO-0--------C,390.0,Tyin,Hydro Water Reservoir,17.0
50WP00000000552X,10YNO-0--------C,500.0,Rana,Hydro Water Reservoir,15.5
50WP00000000685E,10YNO-0--------C,150.0,Suldal 2,Hydro Water Reservoir,10.0
50WP00000000684G,10YNO-0--------C,170.3,Suldal 1,Hydro Water Reservoir,13.0
50WP00000000775D,10YNO-0--------C,220.0,Tysso 2,Hydro Water Reservoir,15.0
50WP00000000429W,10YNO-0--------C,120.0,Lomi,Hydro Water Reservoir,11.0
50WP00000000863G,10YNO-0--------C,150.0,Ana-Sira,Hydro Water Reservoir,11.0
50WP00000000517Z,10YNO-0--------C,206.0,Nore 1,Hydro Water Reservoir,11.5
50WP00000000733T,10YNO-0--------C,166.6,TBO RKA,Fossil Gas,12.0
50WP00000000607Y,10YNO-0--------C,640.0,Saurdal,Hydro Water Reservoir,17.0
50WP000000000754,10YNO-0--------C,132.0,Bratsberg,Hydro Water Reservoir,13.0
50WP00000000822U,10YNO-0--------C,309.0,Vinje,Hydro Water Reservoir,16.0
19W0000000001195,10YPL-AREA-----S,905.0,Łaziska 3,Fossil Hard coal,220.0
19W000000000247X,10YPL-AREA-----S,540.0,Porąbka Żar,Hydro Pumped Storage,220.0
19W000000000116B,10YPL-AREA-----S,250.0,Łaziska 2,Fossil Hard coal,110.0
19W0000000000725,10YPL-AREA-----S,49.0,Karolin 1,Fossil Hard coal,110.0
19W000000000283T,10YPL-AREA-----S,630.0,Płock,Fossil Gas,400.0
19W0000000001519,10YPL-AREA-----S,1657.0,Połaniec,Fossil Hard coal,400.0
19W000000000199I,10YPL-AREA-----S,1488.0,Turów,Fossil Brown coal/Lignite,400.0
19W000000000193U,10YPL-AREA-----S,250.0,Stalowa Wola 3,Fossil Hard coal,110.0
19W000000000061A,10YPL-AREA-----S,105.2,Gdynia 3,Fossil Hard coal,110.0
19W0000000000628,10YPL-AREA-----S,189.0,Jaworzno 2,Fossil Hard coal,110.0
19W0000000000636,10YPL-AREA-----S,1345.0,Jaworzno 3,Fossil Hard coal,220.0
19W000000000197M,10YPL-AREA-----S,106.0,Tychy,Fossil Hard coal,110.0
19W000000000111L,10YPL-AREA-----S,700.0,Łagisza,Fossil Hard coal,400.0
19W000000000287L,10YPL-AREA-----S,129.2,Zabrze,Fossil Hard coal,110.0
19W000000000240A,10YPL-AREA-----S,102.0,Azoty Tarnów,Fossil Hard coal,110.0
19W0000000002418,10YPL-AREA-----S,716.0,Żarnowiec,Hydro Pumped Storage,400.0
19W0000000002426,10YPL-AREA-----S,167.0,Żydowo,Hydro Pumped Storage,110.0
19W0000000002191,10YPL-AREA-----S,620.0,EC Siekierki,Fossil Hard coal,110.0
19W0000000001276,10YPL-AREA-----S,120.0,FW Margonin,Wind Onshore,110.0
19W000000000212F,10YPL-AREA-----S,120.0,ZA Puławy,Fossil Hard coal,30.0
19W0000000001292,10YPL-AREA-----S,3332.0,Opole,Fossil Hard coal,400.0
19W000000000213D,10YPL-AREA-----S,272.4,Wrocław,Fossil Hard coal,110.0
19W0000000000806,10YPL-AREA-----S,451.0,Kraków Łęg,Fossil Hard coal,110.0
19W000000000076Y,10YPL-AREA-----S,135.0,Katowice,Fossil Hard coal,110.0
19W000000000294O,10YPL-AREA-----S,71.1,Przyjaźń,Fossil Coal-derived gas,0.0
19W000000000295M,10YPL-AREA-----S,113.0,Zofiówka,Fossil Hard coal,110.0
19W000000000296K,10YPL-AREA-----S,910.0,Jaworzno 2 JWCD,Fossil Hard coal,400.0
19W0000000000741,10YPL-AREA-----S,212.0,Karolin 2,Fossil Hard coal,110.0
19W000000000293Q,10YPL-AREA-----S,100.6,EC Toruń,Fossil Gas,60.0
19W000000000256W,10YPL-AREA-----S,485.0,EC Włocławek,Fossil Gas,220.0
19W000000000258S,10YPL-AREA-----S,82.5,FW Korytnica,Wind Onshore,400.0
19W0000000002515,10YPL-AREA-----S,198.0,Solina,Hydro Pumped Storage,110.0
19W000000000165Z,10YPL-AREA-----S,225.0,Połaniec 2-Pasywna,Biomass,400.0
19W000000000033F,10YPL-AREA-----S,156.6,EC Białystok,Fossil Hard coal,110.0
19W000000000034D,10YPL-AREA-----S,158.0,Blachownia,Fossil Coal-derived gas,110.0
19W000000000035B,10YPL-AREA-----S,177.0,Bydgoszcz 2,Fossil Hard coal,110.0
19W000000000168T,10YPL-AREA-----S,134.2,Pomorzany,Fossil Hard coal,110.0
19W0000000000369,10YPL-AREA-----S,226.0,Chorzów,Fossil Hard coal,110.0
19W000000000169R,10YPL-AREA-----S,101.0,EC Rzeszów,Fossil Gas,110.0
19W000000000229Z,10YPL-AREA-----S,386.0,EC Żerań,Fossil Hard coal,110.0
19W000000000094W,10YPL-AREA-----S,128.0,Konin,Fossil Brown coal/Lignite,110.0
19W000000000095U,10YPL-AREA-----S,1821.0,Kozienice 1,Fossil Hard coal,220.0
19W000000000041G,10YPL-AREA-----S,239.0,FW Darłowo,Wind Onshore,400.0
19W0000000002604,10YPL-AREA-----S,100.0,FW Marszewo,Wind Onshore,110.0
19W000000000043C,10YPL-AREA-----S,1357.0,Dolna Odra,Fossil Hard coal,400.0
19W0000000001713,10YPL-AREA-----S,1790.0,Rybnik,Fossil Hard coal,400.0
19W000000000040I,10YPL-AREA-----S,94.0,Czechnica,Fossil Hard coal,110.0
19W0000000001349,10YPL-AREA-----S,681.0,Ostrołęka B,Fossil Hard coal,220.0
19W000000000004M,10YPL-AREA-----S,168.0,EW Włocławek,Hydro Run-of-river and poundage,110.0
19W000000000106E,10YPL-AREA-----S,205.0,EC Łódź-3,Fossil Hard coal,110.0
19W000000000238Y,10YPL-AREA-----S,211.0,Mondi Świecie,Fossil Hard coal,110.0
19W000000000107C,10YPL-AREA-----S,198.0,EC Łódź-4,Fossil Hard coal,110.0
19W000000000239W,10YPL-AREA-----S,155.0,Nowa,Fossil Hard coal,110.0
19W0000000001098,10YPL-AREA-----S,231.0,EC Wrotków,Fossil Gas,110.0
19W0000000002353,10YPL-AREA-----S,95.0,Zakłady Chemiczne Police SA,Fossil Hard coal,6.0
19W000000000149X,10YPL-AREA-----S,474.0,Pątnów 2,Fossil Brown coal/Lignite,400.0
19W0000000002361,10YPL-AREA-----S,557.0,Siersza,Fossil Hard coal,110.0
19W000000000104I,10YPL-AREA-----S,2195.0,Kozienice 2,Fossil Hard coal,400.0
19W000000000060C,10YPL-AREA-----S,86.5,Gorzów,Fossil Gas,110.0
19W000000000186R,10YPL-AREA-----S,330.0,Skawina,Fossil Hard coal,220.0
19W000000000272Y,10YPL-AREA-----S,85.0,Dychów,Hydro Pumped Storage,110.0
19W0000000000563,10YPL-AREA-----S,41.4,FW EGL,Wind Onshore,110.0
19W0000000002337,10YPL-AREA-----S,111.6,International Paper Kwidzyn,Fossil Hard coal,110.0
19W0000000002345,10YPL-AREA-----S,415.0,PKN Orlen,Fossil Oil,30.0
19W000000000016F,10YPL-AREA-----S,5472.0,Bełchatów,Fossil Brown coal/Lignite,400.0
19W0000000000571,10YPL-AREA-----S,128.9,EC Nowa Sarzyna,Fossil Gas,110.0
19W000000000274U,10YPL-AREA-----S,138.0,Gorzów 2,Fossil Gas,110.0
19W000000000142A,10YPL-AREA-----S,1244.0,Pątnów 1,Fossil Brown coal/Lignite,220.0
19W000000000275S,10YPL-AREA-----S,106.0,FW Banie,Wind Onshore,110.0
19W000000000059Y,10YPL-AREA-----S,217.3,Gdańsk 2,Fossil Hard coal,110.0
19W000000000230D,10YPL-AREA-----S,188.0,Zielona Góra,Fossil Gas,220.0
16WCARRAPA-----2,10YPT-REN------W,201.0,Carrapatelo,Hydro Run-of-river and poundage,220.0
16WMIRANII-----E,10YPT-REN------W,189.0,Miranda II,Hydro Run-of-river and poundage,220.0
16WVALEIRA-----B,10YPT-REN------W,240.0,Valeira,Hydro Run-of-river and poundage,220.0
16WCRESTUM-----6,10YPT-REN------W,117.0,Crestuma,Hydro Run-of-river and poundage,60.0
16WRPG---------5,10YPT-REN------W,576.0,Pego,Fossil Hard coal,400.0
16WCBODE-------5,10YPT-REN------W,159.0,Castelo Bode,Hydro Water Reservoir,220.0
16WRTG---------V,10YPT-REN------W,990.0,T.Outeiro C.C.,Fossil Gas,220.0
16WFRADES------T,10YPT-REN------W,191.0,V.Nova II(Frades),Hydro Pumped Storage,150.0
16WBASBM-------8,10YPT-REN------W,153.0,Baixo Sabor Montante,Hydro Pumped Storage,220.0
16WLARES-------R,10YPT-REN------W,826.0,Lares,Fossil Gas,400.0
16WPICOTE------0,10YPT-REN------W,195.0,Picote,Hydro Run-of-river and poundage,220.0
16WCABRIL------U,10YPT-REN------W,108.0,Cabril,Hydro Water Reservoir,150.0
16WALINDO------J,10YPT-REN------W,630.0,Alto Lindoso,Hydro Water Reservoir,400.0
16WBEMPOII-----R,10YPT-REN------W,203.0,Bemposta II,Hydro Run-of-river and poundage,400.0
16WSALAM2------Z,10YPT-REN------W,220.0,Salamonde II,Hydro Pumped Storage,400.0
16WPOCINHO-----S,10YPT-REN------W,186.0,Pocinho,Hydro Run-of-river and poundage,220.0
16WFRADE2------F,10YPT-REN------W,780.0,Frades II,Hydro Pumped Storage,400.0
16WBEMPOS------6,10YPT-REN------W,240.0,Bemposta,Hydro Run-of-river and poundage,220.0
16WAGUIE-------3,10YPT-REN------W,336.0,Aguieira,Hydro Pumped Storage,220.0
16WVFURNA------1,10YPT-REN------W,125.0,Vilarinho F.,Hydro Pumped Storage,150.0
16W-MIRANDA----I,10YPT-REN------W,180.0,Miranda,Hydro Run-of-river and poundage,220.0
16WTORRAO------V,10YPT-REN------W,140.0,Torrao,Hydro Run-of-river and poundage,220.0
16WRIBATE------E,10YPT-REN------W,1176.0,Ribatejo,Fossil Gas,400.0
16WPEGO--------O,10YPT-REN------W,837.0,Pego C.C.,Fossil Gas,400.0
16WALQUE-------F,10YPT-REN------W,508.0,Alqueva,Hydro Pumped Storage,400.0
16WPICOTII-----K,10YPT-REN------W,245.0,Picote II,Hydro Run-of-river and poundage,220.0
16WSINES-------W,10YPT-REN------W,1180.0,Sines,Fossil Hard coal,400.0
16W-FRATEL-----A,10YPT-REN------W,132.0,Fratel,Hydro Run-of-river and poundage,150.0
16WREGUA-------O,10YPT-REN------W,180.0,Regua,Hydro Run-of-river and poundage,220.0
16WFOZT--------Y,10YPT-REN------W,261.0,Foz Tua,Hydro Pumped Storage,400.0
30W-CHE-LOTR---A,10YRO-TEL------P,509.0,HPP Lotru,Hydro Water Reservoir,220.0
30W-CET-ROVI---Q,10YRO-TEL------P,1207.0,TPP Rovinari,Fossil Brown coal/Lignite,400.0
30W-CET-BRAZ---Q,10YRO-TEL------P,220.0,TPP Brazi,Fossil Gas,110.0
30W-CHE-STEJ---C,10YRO-TEL------P,208.4,HPP Stejaru,Hydro Water Reservoir,110.0
30W-CET-GALA---G,10YRO-TEL------P,346.0,TPP Galati,Fossil Gas,110.0
30W-CEE-STUP---U,10YRO-TEL------P,177.0,WPP Stupina,Wind Onshore,400.0
30W-CERNAVODA--E,10YRO-TEL------P,1300.0,NPP Cernavoda,Nuclear,400.0
30W-CHE-PDF2---5,10YRO-TEL------P,245.4,HPP Portile de Fier II,Hydro Run-of-river and poundage,110.0
30W-CET-IERN---J,10YRO-TEL------P,751.0,TPP Iernut,Fossil Gas,220.0
30W-CET-PARO---N,10YRO-TEL------P,133.0,TPP Paroseni,Fossil Hard coal,110.0
30W-CHE-CORB---Q,10YRO-TEL------P,219.4,HPP Vidraru,Hydro Water Reservoir,220.0
30W-CET-BORZ---J,10YRO-TEL------P,194.0,TPP Borzesti,Fossil Gas,220.0
30W-CHE-RUIM---B,10YRO-TEL------P,335.0,HPP Raul Mare,Hydro Water Reservoir,220.0
30W-CHE-BRAD---V,10YRO-TEL------P,114.8,HPP Bradisoru,Hydro Water Reservoir,110.0
30W-CHE-TISM---J,10YRO-TEL------P,105.0,HPP Tismana,Hydro Water Reservoir,110.0
30W-CET-BRAI---0,10YRO-TEL------P,413.0,TPP  Braila,Fossil Gas,220.0
30W-CET-BUCS---S,10YRO-TEL------P,280.0,TPP Bucuresti Sud,Fossil Gas,220.0
30W-CET-PETROM-L,10YRO-TEL------P,860.0,TPP CCCC Petrom Brazi,Fossil Gas,400.0
30W-CET-TURC---M,10YRO-TEL------P,1896.0,TPP Turceni,Fossil Brown coal/Lignite,400.0
30W-CHE-PDF1---A,10YRO-TEL------P,1161.0,HPP Portile de Fier I,Hydro Run-of-river and poundage,220.0
30W-CRUCEA-----N,10YRO-TEL------P,108.0,WPP Crucea Nord,Wind Onshore,400.0
30W-CHE-RUIE---E,10YRO-TEL------P,138.0,HPP Ruieni,Hydro Water Reservoir,110.0
30W-CHE-GALC---C,10YRO-TEL------P,149.0,HPP Galceag,Hydro Water Reservoir,220.0
30W-CET-GOVO---A,10YRO-TEL------P,177.0,TPP Govora,Fossil Brown coal/Lignite,110.0
30W-CET-MINT---R,10YRO-TEL------P,1000.0,TPP Mintia,Fossil Hard coal,220.0
30W-CET-DROB---9,10YRO-TEL------P,313.0,TPP Drobeta,Fossil Brown coal/Lignite,110.0
30W-CET-CRAI---T,10YRO-TEL------P,262.0,TPP Craiova,Fossil Brown coal/Lignite,110.0
30W-FACAENI----J,10YRO-TEL------P,129.7,WPP Facaeni,Wind Onshore,400.0
30W-CET-PROGR--Z,10YRO-TEL------P,184.0,TPP Progresu,Fossil Coal-derived gas,110.0
30W-CET-BUCV---D,10YRO-TEL------P,375.0,TPP Bucuresti Vest,Fossil Gas,110.0
30W-CHE-MARI---9,10YRO-TEL------P,219.2,HPP Mariselu,Hydro Water Reservoir,220.0
30W-CHE-SUGAG--7,10YRO-TEL------P,149.0,HPP Sugag,Hydro Water Reservoir,220.0
30W-CEE-COGEA--T,10YRO-TEL------P,246.2,WPP Cogealac,Wind Onshore,400.0
30W-CET-ISAL---X,10YRO-TEL------P,595.0,TPP Isalnita,Fossil Brown coal/Lignite,220.0
30W-CET-ORAD---W,10YRO-TEL------P,170.0,TPP Oradea,Fossil Brown coal/Lignite,110.0
30W-CEE-FANT---U,10YRO-TEL------P,338.9,WPP Fantanele,Wind Onshore,400.0
30W-CEE-PANT---O,10YRO-TEL------P,120.0,WPP Pantelimon,Wind Onshore,110.0
